ensembl_gene,symbol,entrez_id,transcript_type,comparaison,baseMean,log2FoldChange,pvalue,padj
ENSG00000243910,TUBA4B,NA,protein_coding,5-ARI,0.808402979,0.347148924,2.7578400000000002e-55,1.1234399999999998e-52
ENSG00000247315,ZCCHC3,NA,protein_coding,5-ARI,7.600359226,0.119525389,3.10744e-4,0.030687491
ENSG00000248302,BNIP3P41,NA,processed_transcript,5-ARI,0.643079527,0.135848941,2.93236e-12,7.78661e-10
ENSG00000249123,MICE,NA,transcribed_unprocessed_pseudogene,5-ARI,2.208040857,0.10550241,3.42525e-6,6.85722e-4
ENSG00000249780,AC093809.1,NA,processed_pseudogene,5-ARI,0.870199785,0.165534315,1.9341999999999998e-172,1.3334e-169
ENSG00000250741,NT5C1B-RDH14,NA,protein_coding,5-ARI,0.669185359,1.399628423,0,0
ENSG00000250771,AC106865.1,NA,processed_transcript,5-ARI,7.884130361,0.102545476,0.001146517,0.070137088
ENSG00000251039,IGKV2D-40,NA,protein_coding,5-ARI,0.870077847,0.145764547,2.96504e-11,7.48527e-9
ENSG00000251149,MTND5P5,NA,processed_pseudogene,5-ARI,1.405625406,0.105965798,1.11691e-8,2.63414e-6
ENSG00000251211,AC136632.2,NA,processed_pseudogene,5-ARI,0.884120633,0.241621478,6.1353e-132,3.791999999999999e-129
ENSG00000253352,TUG1,NA,protein_coding,5-ARI,11.25814557,0.052278459,0.001271224,0.075573543000000007
ENSG00000253667,AC100821.1,NA,processed_pseudogene,5-ARI,5.409936954,0.18445633,4.26816e-4,0.037227465
ENSG00000253729,PRKDC,NA,protein_coding,5-ARI,11.51656936,0.090909706,0.00177786,0.092099311
ENSG00000253742,IGHV3-60,NA,IG_V_pseudogene,5-ARI,0.736978395,0.79551521,0,0
ENSG00000253946,AC008489.1,NA,processed_pseudogene,5-ARI,1.627848255,1.013500899,1.49837e-4,0.018269876
ENSG00000254535,PABPC4L,NA,protein_coding,5-ARI,6.56884443,0.260876158,0.001137597,0.069919982
ENSG00000254650,MTCYBP41,NA,processed_pseudogene,5-ARI,0.933564891,0.359272398,4.5727599999999996e-57,1.88419e-54
ENSG00000257666,CBX3P5,NA,processed_pseudogene,5-ARI,2.823691484,0.393952769,0.001494957,0.082430566
ENSG00000263818,RDM1P5,NA,processed_transcript,5-ARI,5.624041878,0.216038924,6.77101e-4,0.05051822
ENSG00000267561,AC093155.3,NA,protein_coding,5-ARI,4.110204786,0.347596851,0.00176646,0.091735739
ENSG00000269136,BRI3BPP1,NA,processed_pseudogene,5-ARI,0.649542949,0.890130275,4.91834e-81,2.20391e-78
ENSG00000269699,ZIM2,NA,protein_coding,5-ARI,1.918584558,0.326907094,1.7191e-109,9.337199999999999e-107
ENSG00000269964,MEI4,NA,protein_coding,5-ARI,0.894914136,0.435708985,0,0
ENSG00000271225,BNIP3P4,NA,processed_pseudogene,5-ARI,1.540200723,0.263363671,4.9824799999999995e-27,1.63864e-24
ENSG00000273943,CNOT3,NA,protein_coding,5-ARI,3.334095499,0.097705561,1.52169e-26,4.74343e-24
ENSG00000274176,CNOT3,NA,protein_coding,5-ARI,3.334095499,0.097705561,1.52169e-26,4.74343e-24
ENSG00000274487,NPEPPSP1,NA,processed_transcript,5-ARI,6.790391894,0.198985016,0.001178392,0.07118973
ENSG00000274575,IGLV1-40,NA,IG_V_gene,5-ARI,3.897800311,0.507525937,0,0
ENSG00000274941,CNOT3,NA,protein_coding,5-ARI,3.334095499,0.097705561,1.52169e-26,4.74343e-24
ENSG00000275023,MLLT6,NA,protein_coding,5-ARI,9.556144917,0.095929716,8.79201e-4,0.060610762
ENSG00000275063,AC233755.1,NA,protein_coding,5-ARI,2.987302908,0.717170457,2.0464999999999997e-160,1.3585999999999998e-157
ENSG00000275979,CNOT3,NA,protein_coding,5-ARI,3.334095499,0.097705561,1.52169e-26,4.74343e-24
ENSG00000276082,CNOT3,NA,protein_coding,5-ARI,3.334095499,0.097705561,1.52169e-26,4.74343e-24
ENSG00000277594,DDX52,NA,protein_coding,5-ARI,6.674004002,0.150018757,4.11579e-5,0.006332312
ENSG00000277615,CNOT3,NA,protein_coding,5-ARI,3.334095499,0.097705561,1.52169e-26,4.74343e-24
ENSG00000278263,AC135068.2,NA,IG_V_gene,5-ARI,0.770293857,0.468440257,0,0
ENSG00000280975,CCDC84,NA,protein_coding,5-ARI,7.401530302,0.108815198,0.001030637,0.066211939
ENSG00000281459,PADI1,NA,protein_coding,5-ARI,1.18030758,0.606078353,3.8749499999999996e-51,1.52647e-48
ENSG00000281978,IGKV1-17,NA,IG_V_gene,5-ARI,3.073700063,0.345243562,0,0
ENSG00000282151,IGHV3-43,NA,IG_V_gene,5-ARI,0.659083138,2.534159063,5.69653e-4,0.045480854
ENSG00000282178,IGKV1OR10-1,NA,IG_V_pseudogene,5-ARI,0.617741661,0.047059136,3.83274e-6,7.50798e-4
ENSG00000282451,IGHV4-61,NA,IG_V_gene,5-ARI,2.181713969,0.132177625,0,0
ENSG00000282586,IGHV3-60,NA,IG_V_pseudogene,5-ARI,0.736978395,0.79551521,0,0
ENSG00000282651,IGHV5-10-1,NA,IG_V_gene,5-ARI,1.886218155,0.467588606,2.5611999999999995e-116,1.4346e-113
ENSG00000282671,IGKV2-24,NA,IG_V_gene,5-ARI,2.536415172,0.076248237,4.62325e-91,2.2097900000000003e-88
ENSG00000282745,IGHV6-1,NA,IG_V_gene,5-ARI,1.396797222,0.727684954,7.42599e-49,2.89355e-46
ENSG00000282758,IGKV1-9,NA,IG_V_gene,5-ARI,3.186951647,0.324699015,3.05721e-32,1.04376e-29
ENSG00000283156,AC068620.3,NA,processed_transcript,5-ARI,7.10659699,0.104119743,0.001521982,0.083170766
ENSG00000284971,MUC2,NA,protein_coding,5-ARI,3.097218123,0.236808125,1.92408e-68,8.411499999999999e-66
ENSG00000288133,AC275546.1,NA,protein_coding,5-ARI,1.432519906,0.252301415,5.9885e-93,2.94076e-90
ENSG00000288165,AC255360.1,NA,protein_coding,5-ARI,0.575267332,0.660632047,0,0
