ensembl_gene,symbol,entrez_id,transcript_type,comparaison,baseMean,log2FoldChange,pvalue,padj
ENSG00000166165,CKB,NA,protein_coding,5-ARI,11.14850376,-0.300079354,0.001600222,0.086172717
ENSG00000166228,PCBD1,NA,protein_coding,5-ARI,7.698144481,-0.150055779,8.36194e-4,0.058999131
ENSG00000166311,SMPD1,NA,protein_coding,5-ARI,8.041294087,-0.139109696,0.001835715,0.09374173
ENSG00000166348,USP54,NA,protein_coding,5-ARI,10.07610876,-0.156949068,3.47349e-4,0.032894704
ENSG00000166446,CDYL2,NA,protein_coding,5-ARI,9.823654323,-0.255526523,0.001061104,0.066996249
ENSG00000166598,HSP90B1,NA,protein_coding,5-ARI,11.90908359,-0.170398536,5.20238e-4,0.04238521
ENSG00000166794,PPIB,NA,protein_coding,5-ARI,10.00808823,-0.179638186,6.06542e-6,0.001144385
ENSG00000167110,GOLGA2,NA,protein_coding,5-ARI,9.842357294,-0.075616626,0.00138738,0.078712713
ENSG00000167114,SLC27A4,NA,protein_coding,5-ARI,7.177099938,-0.132970238,0.00204283,0.099364132
ENSG00000167315,ACAA2,NA,protein_coding,5-ARI,7.564131975,-0.164258408,0.001072747,0.066996249
ENSG00000167384,ZNF180,NA,protein_coding,5-ARI,7.367925464,-0.193378035,7.71515e-4,0.055425373
ENSG00000167658,EEF2,NA,protein_coding,5-ARI,13.49451498,-0.07434338,3.08537e-4,0.030638322
ENSG00000167775,CD320,NA,protein_coding,5-ARI,7.235374412,-0.22184555,0.001344619,0.077514579
ENSG00000168538,TRAPPC11,NA,protein_coding,5-ARI,9.296925925,-0.08280423,8.62708e-4,0.060036376
ENSG00000168615,ADAM9,NA,protein_coding,5-ARI,10.01450868,-0.167562524,7.30138e-5,0.01029438
ENSG00000169085,VXN,NA,protein_coding,5-ARI,4.575460959,-0.256567421,8.73009e-5,0.011854406
ENSG00000169136,ATF5,NA,protein_coding,5-ARI,7.349870851,-0.194162798,0.001093544,0.067939982
ENSG00000169223,LMAN2,NA,protein_coding,5-ARI,8.763345335,-0.150653579,2.20973e-4,0.023931813
ENSG00000169228,RAB24,NA,protein_coding,5-ARI,7.110661587,-0.200497322,1.73241e-5,0.002957314
ENSG00000169248,CXCL11,NA,protein_coding,5-ARI,2.955583559,-0.127105266,9.31443e-8,2.12677e-5
ENSG00000169436,COL22A1,NA,protein_coding,5-ARI,7.065780219,-0.675015256,9.54579e-4,0.063487473
ENSG00000169567,HINT1,NA,protein_coding,5-ARI,9.269518822,-0.158925566,4.89632e-4,0.040914514
ENSG00000169718,DUS1L,NA,protein_coding,5-ARI,8.731007543,-0.173862814,3.54262e-4,0.032900438
ENSG00000170290,SLN,NA,protein_coding,5-ARI,0.611491195,-0.065481199,8.95334e-59,3.7759900000000003e-56
ENSG00000170315,UBB,NA,protein_coding,5-ARI,11.13852171,-0.10880887,0.001388822,0.078712713
ENSG00000170348,TMED10,NA,protein_coding,5-ARI,11.2707375,-0.173627428,9.02722e-4,0.061473387
ENSG00000170891,CYTL1,NA,protein_coding,5-ARI,4.181691418,-0.66846855,9.22378e-6,0.001695662
ENSG00000171105,INSR,NA,protein_coding,5-ARI,10.6766376,-0.181012406,1.66029e-4,0.019839408
ENSG00000171552,BCL2L1,NA,protein_coding,5-ARI,8.928775642,-0.109153675,0.001204067,0.072421782
ENSG00000171940,ZNF217,NA,protein_coding,5-ARI,9.938784204,-0.216608619,6.89023e-4,0.051033226
ENSG00000172270,BSG,NA,protein_coding,5-ARI,10.13566852,-0.129937723,6.08165e-5,0.008830395
ENSG00000172428,COPS9,NA,protein_coding,5-ARI,6.653175498,-0.151233375,5.67679e-4,0.045424425
ENSG00000172757,CFL1,NA,protein_coding,5-ARI,10.41829035,-0.103927379,4.12544e-4,0.036425794
ENSG00000172780,RAB43,NA,protein_coding,5-ARI,8.751493848,-0.158602826,6.48917e-4,0.049211109
ENSG00000172995,ARPP21,NA,protein_coding,5-ARI,1.938462349,-0.10472534,5.97301e-8,1.39039e-5
ENSG00000173264,GPR137,NA,protein_coding,5-ARI,7.050440139,-0.14571544,4.00392e-4,0.035793661
ENSG00000173432,SAA1,NA,protein_coding,5-ARI,2.679390317,-2.528730394,8.63335e-7,1.84219e-4
ENSG00000174227,PIGG,NA,protein_coding,5-ARI,9.426602724,-0.082253489,7.40728e-4,0.053750334
ENSG00000174885,NLRP6,NA,protein_coding,5-ARI,2.504904178,-0.280614293,2.0349999999999996e-152,1.3026999999999998e-149
ENSG00000175318,GRAMD2A,NA,protein_coding,5-ARI,5.984663385,-0.233646501,0.001318459,0.077081386
ENSG00000175756,AURKAIP1,NA,protein_coding,5-ARI,7.244231004,-0.164866716,1.63552e-5,0.002805261
ENSG00000176046,NUPR1,NA,protein_coding,5-ARI,9.083995172,-0.22216503,5.8807e-5,0.00863981
ENSG00000176087,SLC35A4,NA,protein_coding,5-ARI,8.510430178,-0.125391687,9.43609e-4,0.063345499
ENSG00000176294,OR4N2,NA,protein_coding,5-ARI,1.233967047,-0.05129,3.9193e-11,9.75689e-9
ENSG00000177674,AGTRAP,NA,protein_coding,5-ARI,7.999873212,-0.301326881,0.001805627,0.092601016
ENSG00000178449,COX14,NA,protein_coding,5-ARI,6.804054602,-0.181616632,5.41093e-5,0.008082131
ENSG00000178537,SLC25A20,NA,protein_coding,5-ARI,6.409632552,-0.268588407,8.48804e-4,0.059429572
ENSG00000179218,CALR,NA,protein_coding,5-ARI,11.61623018,-0.194575522,1.33318e-4,0.016652233
ENSG00000179403,VWA1,NA,protein_coding,5-ARI,10.28831337,-0.320367129,2.31639e-6,4.74502e-4
ENSG00000180879,SSR4,NA,protein_coding,5-ARI,9.005616516,-0.241992028,2.33797e-4,0.024796289
ENSG00000181804,SLC9A9,NA,protein_coding,5-ARI,7.987717218,-0.260428926,0.001656394,0.088098529
ENSG00000181856,SLC2A4,NA,protein_coding,5-ARI,6.65507776,-0.279375191,0.001341704,0.077514579
ENSG00000182054,IDH2,NA,protein_coding,5-ARI,9.763634128,-0.227029609,3.66791e-6,7.26448e-4
ENSG00000182108,DEXI,NA,protein_coding,5-ARI,8.08178546,-0.133988036,0.001953347,0.09690777
ENSG00000182487,NCF1B,NA,processed_transcript,5-ARI,3.70596608,-0.091949122,8.67207e-6,0.001602455
ENSG00000183171,BX322650.1,NA,processed_pseudogene,5-ARI,2.240421298,-0.605962314,5.88428e-4,0.046565055
ENSG00000183255,PTTG1IP,NA,protein_coding,5-ARI,10.46505152,-0.102719953,0.001178672,0.07118973
ENSG00000183726,TMEM50A,NA,protein_coding,5-ARI,9.017079718,-0.108732329,9.69478e-4,0.063746154
ENSG00000184113,CLDN5,NA,protein_coding,5-ARI,6.073741285,-0.390406637,9.53229e-4,0.063487473
ENSG00000184156,KCNQ3,NA,protein_coding,5-ARI,5.614901417,-0.226837155,1.80348e-5,0.003064038
ENSG00000184164,CRELD2,NA,protein_coding,5-ARI,7.730763917,-0.189301116,2.32459e-4,0.02472759
ENSG00000184216,IRAK1,NA,protein_coding,5-ARI,9.097852655,-0.138641154,6.41028e-4,0.049211109
ENSG00000184368,MAP7D2,NA,protein_coding,5-ARI,3.729673238,-0.225545473,6.38533e-4,0.049211109
ENSG00000184840,TMED9,NA,protein_coding,5-ARI,9.09291129,-0.192568692,1.35825e-4,0.016847958
ENSG00000185303,SFTPA2,NA,protein_coding,5-ARI,5.919259409,-0.201339303,8.63019e-8,1.98317e-5
ENSG00000185624,P4HB,NA,protein_coding,5-ARI,11.70504273,-0.247554213,3.19106e-4,0.031254948
ENSG00000185736,ADARB2,NA,protein_coding,5-ARI,5.154359091,-0.219131209,0.001455289,0.081134047
ENSG00000185792,NLRP9,NA,protein_coding,5-ARI,3.311667226,-0.793443276,2.42623e-5,0.004008091
ENSG00000185818,NAT8L,NA,protein_coding,5-ARI,5.72678651,-0.501690548,2.12519e-4,0.023441133
ENSG00000185825,BCAP31,NA,protein_coding,5-ARI,9.393128285,-0.105013604,0.00185214,0.094178016
ENSG00000186825,C2orf27B,NA,processed_transcript,5-ARI,1.293681534,-0.195420098,5.6766799999999995e-42,2.0765099999999998e-39
ENSG00000186832,KRT16,NA,protein_coding,5-ARI,2.939766866,-0.402165707,4.6398699999999994e-43,1.7508399999999998e-40
ENSG00000186866,POFUT2,NA,protein_coding,5-ARI,8.488868414,-0.127329479,0.001981498,0.097438612
ENSG00000187051,RPS19BP1,NA,protein_coding,5-ARI,7.588762871,-0.170302464,2.69027e-4,0.027320369
ENSG00000187193,MT1X,NA,protein_coding,5-ARI,7.901081465,-0.423709153,0.001647089,0.087864338
ENSG00000187323,DCC,NA,protein_coding,5-ARI,5.581774831,-0.328096239,2.22588e-4,0.024034115000000002
ENSG00000187672,ERC2,NA,protein_coding,5-ARI,6.281563503,-0.650476122,3.43386e-5,0.005446777
ENSG00000188033,ZNF490,NA,protein_coding,5-ARI,8.168122218,-0.115605701,0.001112497,0.068878713
ENSG00000188404,SELL,NA,protein_coding,5-ARI,5.141216816,-0.093563524,4.71365e-4,0.039812509
ENSG00000188706,ZDHHC9,NA,protein_coding,5-ARI,8.513858035,-0.321720707,1.58015e-5,0.00272333
ENSG00000188763,FZD9,NA,protein_coding,5-ARI,3.000330761,-0.733504092,1.34501e-4,0.016741658
ENSG00000196136,SERPINA3,NA,protein_coding,5-ARI,9.039303583,-1.721437547,1.37457e-6,2.88162e-4
ENSG00000196549,MME,NA,protein_coding,5-ARI,10.66736675,-0.563717646,2.16306e-4,0.02371297
ENSG00000196998,WDR45,NA,protein_coding,5-ARI,8.271707555,-0.156322509,5.32607e-5,0.00798866
ENSG00000197122,SRC,NA,protein_coding,5-ARI,9.330889356,-0.173497423,0.001211705,0.072637438
ENSG00000197136,PCNX3,NA,protein_coding,5-ARI,9.441248571,-0.112819692,0.001800143,0.092584709
ENSG00000197324,LRP10,NA,protein_coding,5-ARI,10.43429436,-0.12486185,7.32277e-5,0.01029438
ENSG00000197965,MPZL1,NA,protein_coding,5-ARI,9.791533927,-0.1315219,0.001970811,0.097109377
ENSG00000197982,C1orf122,NA,protein_coding,5-ARI,6.794091962,-0.246218549,1.22774e-5,0.002178822
ENSG00000198028,ZNF560,NA,protein_coding,5-ARI,0.928572283,-0.395078544,1.03969e-48,4.0075999999999996e-46
ENSG00000198417,MT1F,NA,protein_coding,5-ARI,6.490595509,-0.598885783,3.65949e-4,0.033170751
ENSG00000198736,MSRB1,NA,protein_coding,5-ARI,6.715950641,-0.226339186,3.73684e-5,0.005824265
ENSG00000198856,OSTC,NA,protein_coding,5-ARI,8.107170879,-0.166993057,1.7e-4,0.020179313
ENSG00000203811,H3C14,NA,protein_coding,5-ARI,4.902335309,-0.352232569,1.79391e-4,0.020986589
ENSG00000203852,H3C15,NA,protein_coding,5-ARI,4.902335309,-0.352232569,1.79391e-4,0.020986589
ENSG00000204121,ECEL1P1,NA,unprocessed_pseudogene,5-ARI,0.59625881,-0.030704974,2.89163e-12,7.73575e-10
ENSG00000204237,OXLD1,NA,protein_coding,5-ARI,6.087773549,-0.218552834,2.42006e-4,0.02551597
ENSG00000204359,CFB,NA,protein_coding,5-ARI,3.101152625,-1.203710882,0,0
ENSG00000204498,NFKBIL1,NA,protein_coding,5-ARI,1.906096883,-0.063855196,2.38476e-6,4.85732e-4
ENSG00000204745,AC083899.1,NA,unprocessed_pseudogene,5-ARI,3.270420459,-0.276143283,4.99707e-34,1.75623e-31
ENSG00000204933,CD177P1,NA,unprocessed_pseudogene,5-ARI,0.928443607,-0.842021309,0,0
ENSG00000205155,PSENEN,NA,protein_coding,5-ARI,6.648531726,-0.157673551,2.89862e-4,0.029025057
ENSG00000205358,MT1H,NA,protein_coding,5-ARI,2.424982223,-1.268714118,1.29453e-4,0.016301594
ENSG00000205364,MT1M,NA,protein_coding,5-ARI,5.514025676,-0.522342584,5.01317e-4,0.04131317
ENSG00000205702,CYP2D7,NA,protein_coding,5-ARI,1.248931838,-0.150161816,4.48748e-13,1.21869e-10
ENSG00000205856,C22orf42,NA,protein_coding,5-ARI,3.624845448,-0.407187543,3.03354e-80,1.34255e-77
ENSG00000206073,SERPINB4,NA,protein_coding,5-ARI,1.743994395,-0.143010447,0,0
ENSG00000206288,SLC39A7,NA,protein_coding,5-ARI,7.190400052,-0.19522421,0.001069352,0.066996249
ENSG00000206297,TAP1,NA,protein_coding,5-ARI,5.779566553,-0.192166228,3.61031e-4,0.033170751
ENSG00000211445,GPX3,NA,protein_coding,5-ARI,8.827144134,-0.250024677,0.001843686,0.094014882
ENSG00000211697,TRGV5,NA,TR_V_gene,5-ARI,3.303698964,-0.323323306,3.25013e-66,1.4037399999999998e-63
ENSG00000211810,TRAV29DV5,NA,TR_V_gene,5-ARI,1.034314843,-0.072962026,4.9789e-4,0.041247048
ENSG00000213020,ZNF611,NA,protein_coding,5-ARI,8.853451415,-0.072392236,0.001308902,0.077081386
ENSG00000213463,SYNJ2BP,NA,protein_coding,5-ARI,9.764266072,-0.119457652,0.001721037,0.089817493
ENSG00000213563,C8orf82,NA,protein_coding,5-ARI,8.363485418,-0.369923569,0.002033936,0.099065945
ENSG00000213614,HEXA,NA,protein_coding,5-ARI,9.519274558,-0.109006298,4.5062e-4,0.038527738
ENSG00000213639,PPP1CB,NA,protein_coding,5-ARI,12.12992265,-0.109841633,0.001247062,0.074507791
ENSG00000214655,ZSWIM8,NA,protein_coding,5-ARI,10.20172006,-0.126749326,4.00706e-5,0.006191601
ENSG00000224143,EHMT2,NA,protein_coding,5-ARI,5.392583422,-0.311101819,0.002001129,0.098134686
ENSG00000224399,SLC39A7,NA,protein_coding,5-ARI,7.190400052,-0.195224262,0.001069349,0.066996249
ENSG00000224455,VPS52,NA,protein_coding,5-ARI,6.123509992,-0.085065385,9.92663e-5,0.013130996
ENSG00000225663,MCRIP1,NA,protein_coding,5-ARI,6.906729747,-0.117925597,0.001491647,0.082430566
ENSG00000226173,TAP1,NA,protein_coding,5-ARI,5.779566553,-0.192166228,3.61031e-4,0.033170751
ENSG00000226432,AC010342.1,NA,processed_pseudogene,5-ARI,1.329058093,-0.225996976,3.69153e-16,1.06721e-13
ENSG00000226614,SLC39A7,NA,protein_coding,5-ARI,7.190400052,-0.19522421,0.001069352,0.066996249
ENSG00000227402,SLC39A7,NA,protein_coding,5-ARI,7.190400052,-0.195224262,0.001069349,0.066996249
ENSG00000228278,ORM2,NA,protein_coding,5-ARI,4.497353967,-1.531890144,7.4546e-6,0.001384625
ENSG00000229314,ORM1,NA,protein_coding,5-ARI,3.994609046,-1.680257722,0,0
ENSG00000229802,SLC39A7,NA,protein_coding,5-ARI,7.190400052,-0.19522421,0.001069352,0.066996249
ENSG00000230456,DDR1,NA,protein_coding,5-ARI,3.669956122,-0.144598675,0.001452483,0.08110374
ENSG00000230514,AGER,NA,protein_coding,5-ARI,1.808645553,-0.059414834,6.5182e-4,0.049211109
ENSG00000230902,FAM204CP,NA,processed_pseudogene,5-ARI,2.680961975,-0.511702943,0.00136765,0.0781474
ENSG00000231268,AGER,NA,protein_coding,5-ARI,1.808645553,-0.059414834,6.5182e-4,0.049211109
ENSG00000233276,GPX1,NA,protein_coding,5-ARI,8.644964291,-0.113924569,1.57984e-4,0.019068687
ENSG00000233913,RPL10P9,NA,processed_pseudogene,5-ARI,2.431794702,-0.221416094,4.7302999999999996e-175,3.3249e-172
ENSG00000234947,STK19,NA,protein_coding,5-ARI,3.57804775,-0.278934657,1.2742099999999998e-53,5.1323499999999996e-51
ENSG00000234999,SNRPCP19,NA,processed_pseudogene,5-ARI,1.143613124,-0.147803349,9.31821e-63,3.9766600000000003e-60
ENSG00000235162,C12orf75,NA,protein_coding,5-ARI,8.108230685,-0.4042685,4.99023e-4,0.041247048
ENSG00000236014,VPS52,NA,protein_coding,5-ARI,5.952349854,-0.129711994,8.03544e-11,1.95955e-8
ENSG00000236521,NPAP1P4,NA,processed_pseudogene,5-ARI,0.896119494,-0.052606693,2.51735e-8,5.89818e-6
ENSG00000240602,AADACP1,NA,processed_transcript,5-ARI,1.184920756,-0.32718752,8.28392e-82,3.75901e-79
ENSG00000240934,AC066616.1,NA,processed_pseudogene,5-ARI,2.720973731,-0.795923761,6.05533e-4,0.047395526
ENSG00000241973,PI4KA,NA,protein_coding,5-ARI,10.53722314,-0.1027835,7.05043e-4,0.051685829
ENSG00000242110,AMACR,NA,protein_coding,5-ARI,7.399065835,-0.564751918,6.03493e-4,0.047339195
ENSG00000242114,MTFP1,NA,protein_coding,5-ARI,4.66684318,-0.439655865,2.6379e-4,0.026955883
ENSG00000242802,AP5Z1,NA,protein_coding,5-ARI,8.574146887,-0.10932725,9.96454e-4,0.064939421
ENSG00000243020,RPL7P39,NA,processed_pseudogene,5-ARI,1.775752581,-0.770093872,4.97142e-4,0.041247048
ENSG00000243137,PSG4,NA,protein_coding,5-ARI,2.807466762,-0.178849278,3.96018e-25,1.21337e-22
ENSG00000243978,RTL9,NA,protein_coding,5-ARI,1.178578576,-0.17935364,2.21619e-82,1.0185399999999999e-79
ENSG00000244038,DDOST,NA,protein_coding,5-ARI,9.684070485,-0.091664844,9.17131e-4,0.061799487
ENSG00000249119,MTND6P4,NA,processed_pseudogene,5-ARI,2.584548312,-0.112252941,1.01687e-7,2.27829e-5
ENSG00000249992,TMEM158,NA,protein_coding,5-ARI,6.644693628,-0.76143904,7.87641e-7,1.70092e-4
ENSG00000250914,AC139783.2,NA,processed_pseudogene,5-ARI,1.088784179,-0.869999194,0,0
ENSG00000251313,AC073648.4,NA,processed_pseudogene,5-ARI,1.427828623,-0.272708586,4.85276e-29,1.62581e-26
ENSG00000252287,RNA5SP24,NA,rRNA_pseudogene,5-ARI,1.293301,-0.301592806,5.90658e-13,1.59202e-10
ENSG00000254399,GLYATL1P4,NA,unprocessed_pseudogene,5-ARI,4.888983349,-0.540246113,0.00189096,0.095340559
ENSG00000254402,LRRC24,NA,protein_coding,5-ARI,5.45923782,-0.758022074,0.00132786,0.077149313
ENSG00000254442,AP000859.1,NA,processed_pseudogene,5-ARI,1.435920274,-0.73631712,0.001821071,0.093126602
ENSG00000254454,RCC2P6,NA,processed_pseudogene,5-ARI,3.850982246,-0.595592195,3.45203e-4,0.032894704
ENSG00000254507,DEFB131E,NA,processed_transcript,5-ARI,3.383446073,-0.376698468,3.65926e-4,0.033170751
ENSG00000254717,GLYATL1P2,NA,processed_transcript,5-ARI,2.664009779,-0.381953513,3.96607e-95,2.00248e-92
ENSG00000254986,DPP3,NA,protein_coding,5-ARI,7.511704361,-0.179399914,0.001131191,0.069675121
ENSG00000256937,KRT17P8,NA,processed_pseudogene,5-ARI,2.645277234,-0.10362884,3.88023e-14,1.09526e-11
ENSG00000257949,TEN1,NA,protein_coding,5-ARI,5.547383219,-0.28691454,1.57932e-4,0.019068687
ENSG00000258599,AL355922.2,NA,processed_pseudogene,5-ARI,1.78363903,-0.412734947,9.63363e-4,0.063717015
ENSG00000258783,KRT18P6,NA,processed_pseudogene,5-ARI,0.832085111,-0.228607742,1.4106999999999998e-122,8.2905e-120
ENSG00000259064,AC091544.3,NA,processed_pseudogene,5-ARI,2.726196518,-0.49428833,0.00131073,0.077081386
ENSG00000259600,AC066616.2,NA,processed_pseudogene,5-ARI,3.704773066,-0.805080045,0,0
ENSG00000259671,MTCYBP23,NA,processed_pseudogene,5-ARI,3.527535658,-0.870417202,4.1078e-4,0.036359599
ENSG00000259803,SLC22A31,NA,protein_coding,5-ARI,1.757296101,-0.322685007,2.06791e-97,1.07435e-94
ENSG00000260802,SERTM2,NA,protein_coding,5-ARI,7.962038027,-0.68005243,5.53799e-6,0.00105599
ENSG00000261857,MIA,NA,protein_coding,5-ARI,4.092168186,-0.37143466,9.53239e-4,0.063487473
ENSG00000268104,SLC6A14,NA,protein_coding,5-ARI,5.89190471,-0.759186446,3.19574e-5,0.005091602
ENSG00000269540,AC010624.4,NA,processed_pseudogene,5-ARI,3.102268066,-0.880971489,2.0942e-4,0.023242372
ENSG00000271687,MTND5P10,NA,processed_pseudogene,5-ARI,0.843211135,-0.198782936,0,0
ENSG00000274070,CASTOR2,NA,protein_coding,5-ARI,9.227746319,-0.14897715,2.45112e-4,0.025767641
ENSG00000274180,NATD1,NA,protein_coding,5-ARI,7.90903531,-0.172120715,5.02729e-6,9.63734e-4
ENSG00000274892,AC011487.4,NA,unprocessed_pseudogene,5-ARI,2.335100287,-0.775775552,7.33311e-4,0.053430318
ENSG00000277761,AC136616.2,NA,protein_coding,5-ARI,1.141215125,-0.09394151,4.87273e-6,9.44202e-4
ENSG00000278303,MUC4,NA,protein_coding,5-ARI,3.086624593,-0.096151453,7.46851e-15,2.14185e-12
ENSG00000278466,MUC2,NA,protein_coding,5-ARI,3.5449399,-0.487063734,0,0
ENSG00000280682,HYOU1,NA,protein_coding,5-ARI,9.250196232,-0.211475873,9.13287e-5,0.012216643
ENSG00000281013,NDUFA6,NA,protein_coding,5-ARI,5.284237279,-0.110891538,1.49958e-5,0.002609558
ENSG00000282421,IGHV3-69-1,NA,IG_V_pseudogene,5-ARI,1.576348906,-0.275985368,4.68484e-36,1.67942e-33
ENSG00000284548,METTL9,NA,protein_coding,5-ARI,6.614207899,-0.226420536,8.58766e-4,0.059893107
ENSG00000284610,AC107918.4,NA,processed_transcript,5-ARI,7.248574081,-0.345902957,5.67048e-7,1.23948e-4
ENSG00000285226,PAK1IP1,NA,protein_coding,5-ARI,7.580584502,-0.467670906,0.001797742,0.092584709
ENSG00000285431,DEFB131E,NA,processed_transcript,5-ARI,3.383446073,-0.376698468,3.65926e-4,0.033170751
ENSG00000286221,AC009070.1,NA,protein_coding,5-ARI,4.292615964,-0.309877835,5.5888e-17,1.62884e-14
ENSG00000286261,AC022137.3,NA,protein_coding,5-ARI,7.824616869,-0.310924486,0.001885914,0.095340559
ENSG00000288174,SLC2A4,NA,protein_coding,5-ARI,6.65507776,-0.279375191,0.001341704,0.077514579
ENSG00000288213,MCRIP1,NA,protein_coding,5-ARI,6.906729747,-0.117925597,0.001491642,0.082430566
ENSG00000288411,SAA1,NA,protein_coding,5-ARI,2.679390317,-2.528730394,8.63335e-7,1.84219e-4
